ostta	atha
ostta20g00440	AT2G28190
ostta20g00460	AT5G52140
ostta20g00470	AT1G12520
ostta20g00490	AT1G27680
ostta20g00500	AT5G59250
ostta20g00510	AT5G22140
ostta20g00550	AT4G36390
ostta20g00560	AT2G42520
ostta20g00570	AT4G11630
ostta20g00580	AT5G42190
ostta20g00600	AT3G06950
ostta20g00620	AT3G61320
ostta20g00630	AT1G60430
ostta20g00640	AT2G26980
ostta20g00650	AT3G12180
ostta20g00660	AT5G51545
ostta20g00680	AT1G62830
ostta20g00695	AT5G17670
ostta20g00700	AT1G26761
ostta20g00710	AT1G48760
ostta20g00730	AT3G22980
ostta20g00740	AT5G63860
ostta20g00750	AT5G47400
ostta20g00770	AT2G14825
ostta20g00790	AT5G60550
ostta20g00800	AT2G20110
ostta20g00810	AT1G12970
ostta20g00820	AT2G26210
ostta20g00840	AT1G14290
ostta20g00860	AT5G50340
ostta20g00870	AT3G21640
ostta20g00890	AT5G50680
ostta20g00895	AT2G43235
ostta20g00910	AT5G63060
ostta20g00920	AT4G02530
ostta20g00930	AT5G39790
ostta20g00950	AT5G28740
ostta03g00040	AT2G34660
ostta03g00060	AT4G26600
ostta03g00070	AT3G10220
ostta03g00090	AT4G22830
ostta03g00140	AT5G59420
ostta03g00160	AT1G04420
ostta03g00170	AT3G04680
ostta03g00180	AT5G09660
ostta03g00190	AT2G26900
ostta03g00200	AT2G47790
ostta03g00220	AT5G01410
ostta03g00260	AT1G28510
ostta03g00270	AT5G64270
ostta03g00280	AT5G66410
ostta03g00290	AT5G06140
ostta03g00300	AT3G12400
ostta03g00330	AT3G54750
ostta03g00350	AT3G54050
ostta03g00360	AT3G23700
ostta03g00370	AT1G27350
ostta03g00380	AT5G16150
ostta03g00400	AT4G36690
ostta03g00420	AT1G17330
ostta03g00430	AT4G26160
ostta03g00480	AT5G67530
ostta03g00490	AT1G20580
ostta03g00500	AT1G11755
ostta03g00540	AT5G14100
ostta03g00550	AT3G52155
ostta03g00570	AT4G38930
ostta03g00580	AT4G00026
ostta03g00590	AT1G05030
ostta03g00610	AT2G38050
ostta03g00620	AT5G33320
ostta03g00640	AT3G27925
ostta03g00650	AT2G35660
ostta03g00655	AT1G13580
ostta03g00660	AT2G36460
ostta03g00680	AT1G19730
ostta03g00690	AT3G05060
ostta03g00700	AT2G43080
ostta03g00710	AT2G26780
ostta03g00730	AT5G04120
ostta03g00740	AT1G10510
ostta03g00750	AT3G07670
ostta03g00760	AT5G41315
ostta03g00770	AT3G60240
ostta03g00780	AT5G14580
ostta03g00790	AT4G21670
ostta03g00820	AT1G80460
ostta03g00830	AT4G33680
ostta03g00840	AT1G72650
ostta03g00850	AT5G27820
ostta03g00870	AT5G03650
ostta03g00880	AT2G07050
ostta03g00887	AT1G27385
ostta03g00920	AT4G13930
ostta03g00930	AT3G47930
ostta03g00940	AT5G18525
ostta03g00950	AT5G35460
ostta03g00960	AT3G04710
ostta03g00970	AT2G29530
ostta03g00980	AT5G20380
ostta03g01000	AT1G25375
ostta03g01020	AT5G62300
ostta03g01030	AT3G25860
ostta03g01040	AT5G54390
ostta03g01070	AT2G29540
ostta03g01080	AT4G04330
ostta03g01090	AT5G53430
ostta03g01100	AT4G17570
ostta03g01110	AT2G37290
ostta03g01130	ATCG00120
ostta03g01140	AT3G15080
ostta03g01150	AT5G19990
ostta03g01160	AT3G54470
ostta03g01170	AT3G13120
ostta03g01180	AT4G33950
ostta03g01190	AT4G10070
ostta03g01200	AT4G13330
ostta03g01210	AT2G43940
ostta03g01260	AT5G24970
ostta03g01270	AT4G27700
ostta03g01280	AT2G30160
ostta03g01300	AT3G17470
ostta03g01320	AT5G10240
ostta03g01370	AT3G45770
ostta03g01380	AT5G63830
ostta03g01390	AT1G71110
ostta03g01400	AT3G01790
ostta03g01410	AT1G12230
ostta03g01440	AT1G18060
ostta03g01460	AT3G49180
ostta03g01470	AT1G24510
ostta03g01500	AT4G00231
ostta03g01510	AT4G04910
ostta03g01520	AT5G19750
ostta03g01540	AT5G65250
ostta03g01560	AT5G58240
ostta03g01570	AT1G34220
ostta03g01580	AT3G10370
ostta03g01590	AT1G18260
ostta03g01600	AT2G01250
ostta03g01610	AT3G12140
ostta03g01635	AT1G76300
ostta03g01640	AT5G60790
ostta03g01670	AT2G33340
ostta03g01680	AT1G10930
ostta03g01690	AT1G30630
ostta03g01710	AT5G17630
ostta03g01770	AT1G22850
ostta03g01780	AT5G04130
ostta03g01810	AT5G43970
ostta03g01820	AT4G17520
ostta03g01830	AT2G43770
ostta03g01840	AT2G35035
ostta03g01860	AT4G27680
ostta03g01880	AT3G49640
ostta03g01890	AT1G60490
ostta03g01900	AT1G53490
ostta03g01910	AT1G17530
ostta03g01920	AT3G02730
ostta03g01930	AT1G18700
ostta03g01940	AT1G33520
ostta03g01950	AT1G29760
ostta03g01960	AT3G12760
ostta03g01970	AT1G64650
ostta03g01980	AT5G47110
ostta03g01990	AT1G56310
ostta03g02000	AT3G24560
ostta03g02010	AT1G76065
ostta03g02020	AT5G50330
ostta03g02030	AT4G27500
ostta03g02050	AT4G35760
ostta03g02070	AT4G26410
ostta03g02080	AT1G77090
ostta03g02100	AT1G17220
ostta03g02130	AT1G15080
ostta03g02140	AT1G17460
ostta03g02150	AT3G46210
ostta03g02170	AT1G50120
ostta03g02180	AT4G24840
ostta03g02200	AT5G04510
ostta03g02210	AT2G34260
ostta03g02220	AT5G57390
ostta03g02230	AT2G28800
ostta03g02250	AT5G65750
ostta03g02270	AT5G27620
ostta03g02275	AT2G44525
ostta03g02280	AT5G59250
ostta03g02300	AT5G65720
ostta03g02310	AT3G07030
ostta03g02320	AT5G14850
ostta03g02330	AT5G07910
ostta03g02340	AT3G09720
ostta03g02360	AT2G02560
ostta03g02370	AT1G17850
ostta03g02380	AT2G23350
ostta03g02390	AT4G17190
ostta03g02400	AT1G61000
ostta03g02410	AT2G43970
ostta03g02420	AT3G59980
ostta03g02430	AT5G19680
ostta03g02450	AT4G17270
ostta03g02470	AT3G58610
ostta03g02500	AT5G46800
ostta03g02510	AT1G51730
ostta03g02520	AT3G09340
ostta03g02530	AT1G60080
ostta03g02540	AT3G16310
ostta03g02560	AT3G03070
ostta03g02570	AT5G36880
ostta03g02580	AT5G21222
ostta03g02590	AT5G19760
ostta03g02600	AT1G73240
ostta03g02610	AT3G21300
ostta03g02620	AT5G10620
ostta03g02630	AT2G41460
ostta03g02650	AT3G15460
ostta03g02670	AT5G25270
ostta03g02680	AT1G18600
ostta03g02690	AT2G31490
ostta03g02700	AT1G23770
ostta03g02730	AT1G16310
ostta03g02740	AT3G56660
ostta03g02750	AT1G66810
ostta03g02760	AT4G29910
ostta03g02770	AT5G10360
ostta03g02790	AT1G26830
ostta03g02820	AT4G13430
ostta03g02825	AT3G11630
ostta03g02830	AT1G17290
ostta03g02840	AT1G22660
ostta03g02850	AT2G47300
ostta03g02860	AT1G14610
ostta03g02870	AT1G69060
ostta03g02880	AT2G20140
ostta03g02920	AT5G15860
ostta03g02925	AT2G20890
ostta03g02940	AT1G67600
ostta03g02950	AT4G16570
ostta03g02960	AT2G33450
ostta03g02970	AT4G23710
ostta03g02980	AT1G49010
ostta03g03000	AT1G72090
ostta03g03010	AT5G13830
ostta03g03015	AT3G08740
ostta03g03030	AT5G15070
ostta03g03040	AT2G46210
ostta03g03050	AT1G08490
ostta03g03060	AT1G77800
ostta03g03070	AT2G27760
ostta03g03080	AT1G18180
ostta03g03090	AT3G55760
ostta03g03100	AT5G18570
ostta03g03120	AT2G35530
ostta03g03130	AT3G20050
ostta03g03140	AT1G75200
ostta03g03160	AT1G03475
ostta03g03170	AT3G60600
ostta03g03180	AT3G23920
ostta03g03200	AT3G06910
ostta03g03210	AT5G03555
ostta03g03240	AT3G04770
ostta03g03250	AT5G02280
ostta03g03260	AT4G35630
ostta03g03270	AT4G21770
ostta03g03290	AT2G36300
ostta03g03300	AT4G31985
ostta03g03310	AT5G64130
ostta03g03340	AT2G36130
ostta03g03350	AT4G20410
ostta03g03360	AT5G43010
ostta03g03380	AT3G02260
ostta03g03390	AT4G20400
ostta03g03410	AT4G38230
ostta03g03420	AT3G25220
ostta03g03450	AT1G04340
ostta03g03460	AT5G61790
ostta03g03490	AT2G37970
ostta03g03500	AT5G13410
ostta03g03510	AT2G34460
ostta03g03520	AT3G03960
ostta03g03550	AT1G10510
ostta03g03580	AT2G37550
ostta03g03590	AT1G59725
ostta03g03600	AT4G16310
ostta03g03610	AT4G16440
ostta03g03620	AT3G14680
ostta03g03640	AT3G09320
ostta03g03650	AT3G04240
ostta03g03670	AT1G21760
ostta03g03680	AT5G56900
ostta03g03730	AT2G39250
ostta03g03740	AT5G25080
ostta03g03750	AT1G06570
ostta03g03760	AT4G32630
ostta03g03770	AT5G47090
ostta03g03780	AT3G54670
ostta03g03800	AT3G20680
ostta03g03820	AT1G16210
ostta03g03825	AT3G16190
ostta03g03830	AT5G13710
ostta03g03850	AT5G24670
ostta03g03860	AT3G23940
ostta03g03870	AT2G45240
ostta03g03880	AT2G047905
ostta03g03890	AT5G06550
ostta03g03900	AT2G44990
ostta03g03910	AT1G08940
ostta03g03930	AT1G02280
ostta03g03940	AT1G47490
ostta03g03950	AT2G45310
ostta03g03960	AT4G07950
ostta03g03970	AT5G08390
ostta03g03980	AT3G13330
ostta03g04010	AT5G10160
ostta03g04020	AT3G52940
ostta03g04025	AT3G44510
ostta03g04030	AT5G63920
ostta03g04040	AT5G57210
ostta03g04060	AT5G26180
ostta03g04080	AT5G19050
ostta03g04130	AT1G24610
ostta03g04140	AT4G29380
ostta03g04150	AT2G01350
ostta03g04170	AT2G33540
ostta03g04180	AT1G69700
ostta03g04190	AT4G17070
ostta03g04200	AT1G30825
ostta03g04210	AT3G55360
ostta03g04220	AT5G56740
ostta03g04230	AT5G41360
ostta03g04250	AT5G55040
ostta03g04280	AT3G20000
ostta03g04290	AT1G26910
ostta03g04300	AT1G56310
ostta03g04310	AT2G02410
ostta03g04320	AT4G01100
ostta03g04330	AT4G34870
ostta03g04340	AT4G14210
ostta03g04380	AT1G33040
ostta03g04410	AT5G56130
ostta03g04430	AT1G71840
ostta03g04440	AT3G20970
ostta03g04460	AT4G35760
ostta03g04510	AT2G42740
ostta03g04530	AT4G27720
ostta03g04540	AT5G01530
ostta03g04550	AT5G01530
ostta03g04560	AT5G14260
ostta03g04570	AT2G35450
ostta03g04580	AT2G35450
ostta03g04590	AT5G19210
ostta03g04610	AT1G78620
ostta03g04620	AT3G06860
ostta03g04650	AT5G04250
ostta03g04660	AT3G08505
ostta03g04670	AT3G25900
ostta03g04680	AT1G55900
ostta03g04690	AT4G16360
ostta03g04700	AT3G63340
ostta03g04720	AT2G37540
ostta03g04730	AT2G35920
ostta03g04740	AT3G05625
ostta03g04750	AT3G10670
ostta03g04760	AT2G05590
ostta03g04790	AT1G76810
ostta03g04800	AT5G03160
ostta03g04810	AT2G24060
ostta03g04830	AT5G67270
ostta03g04840	AT3G25940
ostta03g04870	AT1G09580
ostta03g04890	AT3G45100
ostta03g04900	AT1G10130
ostta03g04920	AT1G19150
ostta03g04930	AT3G07670
ostta03g04940	AT4G00830
ostta03g04970	AT3G02320
ostta03g04980	AT1G55250
ostta03g05000	AT1G15730
ostta03g05010	AT5G57450
ostta03g05020	AT5G19180
ostta03g05030	AT2G35610
ostta03g05040	AT4G02790
ostta03g05050	AT5G67290
ostta03g05060	AT5G53000
ostta03g05080	AT3G19630
ostta03g05090	AT1G48090
ostta03g05100	AT5G59610
ostta03g05120	AT3G24320
ostta03g05140	AT1G64550
ostta03g05145	AT2G31170
ostta03g05180	AT1G14330
ostta03g05190	AT2G30170
ostta03g05205	AT3G48530
ostta03g05210	AT4G03260
ostta03g05220	AT1G10865
ostta03g05230	AT4G28030
ostta03g05280	AT5G48790
ostta03g05290	AT4G31040
ostta03g05300	AT5G05010
ostta03g05320	AT4G20330
ostta03g05330	AT2G21860
ostta03g05370	AT2G40430
ostta03g05380	AT1G78010
ostta03g05390	AT1G79940
ostta03g05410	AT5G60670
ostta03g05420	AT5G01920
ostta03g05430	AT5G64970
ostta03g05440	AT1G16040
ostta03g05450	AT1G79350
ostta03g05460	AT4G28740
ostta03g05480	AT5G60340
ostta03g05490	AT3G10850
ostta03g05500	AT3G55800
ostta03g05530	AT4G39100
ostta03g05540	AT5G62560
ostta03g05560	AT5G24740
ostta03g05580	AT3G27180
ostta03g05590	AT1G13560
ostta03g05600	AT5G51880
ostta03g05610	AT1G67080
ostta03g05620	AT1G12370
ostta03g05630	AT2G44990
ostta03g05640	AT5G16150
ostta03g05650	AT3G01740
ostta03g05670	AT2G03120
ostta03g05680	AT1G21660
ostta03g05710	AT4G35560
ostta03g05715	AT1G49880
ostta03g05720	AT5G63860
ostta03g05730	AT3G56200
ostta03g05740	AT1G16870
ostta03g05750	AT5G14660
ostta03g05760	AT5G14320
ostta03g05780	AT5G33280
ostta03g05790	AT3G48140
ostta03g05800	AT3G07670
ostta03g05810	AT5G39770
ostta03g05830	AT3G01060
ostta03g05850	AT2G47470
ostta03g05860	AT4G24630
ostta03g05870	AT3G03610
ostta03g05880	AT4G28360
ostta03g05885	AT3G55080
ostta03g05900	AT1G65420
ostta03g05910	AT5G62530
ostta03g05920	AT5G08300
ostta03g05930	AT1G32220
ostta03g05950	AT1G21190
ostta03g05960	AT4G29330
ostta03g06010	AT1G69020
ostta04g00015	AT1G68300
ostta04g00020	AT4G20350
ostta04g00030	AT3G54230
ostta04g00040	AT3G19670
ostta04g00060	AT2G44140
ostta04g00070	AT1G71500
ostta04g00080	AT5G61060
ostta04g00090	AT4G29060
ostta04g00100	AT5G21920
ostta04g00110	AT3G48750
ostta04g00120	AT3G61140
ostta04g00125	AT3G28480
ostta04g00170	AT5G42480
ostta04g00180	AT1G73320
ostta04g00190	AT4G12620
ostta04g00230	AT4G00290
ostta04g00240	AT3G59050
ostta04g00250	AT3G09320
ostta04g00260	AT1G01750
ostta04g00280	AT2G03430
ostta04g00300	AT4G02610
ostta04g00350	AT3G02450
ostta04g00365	AT5G60640
ostta04g00370	AT2G40140
ostta04g00380	AT2G22480
ostta04g00390	AT5G49010
ostta04g00400	AT5G49030
ostta04g00420	AT3G03773
ostta04g00430	AT5G14640
ostta04g00440	AT2G34460
ostta04g00450	AT2G07690
ostta04g00460	AT2G28620
ostta04g00470	AT5G46210
ostta04g00480	AT1G31360
ostta04g00490	AT2G23530
ostta04g00500	AT3G57880
ostta04g00510	AT1G17720
ostta04g00530	AT5G45160
ostta04g00540	AT2G04360
ostta04g00550	AT1G23360
ostta04g00560	AT5G62410
ostta04g00570	AT4G11690
ostta04g00600	AT5G44500
ostta04g00610	AT2G01320
ostta04g00620	AT4G12400
ostta04g00630	AT4G27690
ostta04g00640	AT3G28480
ostta04g00650	AT5G52540
ostta04g00680	AT2G45490
ostta04g00690	AT1G23740
ostta04g00700	AT1G20720
ostta04g00720	AT5G65490
ostta04g00740	AT1G77140
ostta04g00750	AT4G32180
ostta04g00770	AT4G02400
ostta04g00780	AT1G15150
ostta04g00800	AT3G04240
ostta04g00810	AT3G28760
ostta04g00820	AT4G40000
ostta04g00840	AT5G11490
ostta04g00850	AT5G66720
ostta04g00860	AT5G66530
ostta04g00870	AT1G06900
ostta04g00880	AT5G64840
ostta04g00890	AT4G35820
ostta04g00900	AT2G38330
ostta04g00910	AT3G05040
ostta04g00930	AT1G22850
ostta04g00950	AT1G08530
ostta04g00970	AT5G26742
ostta04g00990	AT3G04710
ostta04g01000	AT1G16900
ostta04g01050	AT2G29680
ostta04g01080	AT3G62550
ostta04g01090	AT5G12320
ostta04g01100	AT1G31860
ostta04g01110	AT1G68720
ostta04g01120	AT3G48500
ostta04g01140	AT3G04080
ostta04g01160	AT1G59660
ostta04g01170	AT3G04710
ostta04g01180	AT3G01380
ostta04g01190	AT2G26460
ostta04g01200	AT1G50575
ostta04g01210	AT1G01500
ostta04g01220	AT3G20800
ostta04g01250	AT2G06210
ostta04g01270	AT5G35530
ostta04g01280	AT1G79830
ostta04g01290	AT1G07130
ostta04g01310	AT4G18100
ostta04g01320	AT1G25490
ostta04g01330	AT4G26780
ostta04g01360	AT1G60170
ostta04g01380	AT5G42070
ostta04g01390	AT3G20660
ostta04g01400	AT3G10920
ostta04g01410	AT5G12320
ostta04g01420	AT5G07630
ostta04g01440	AT2G42310
ostta04g01450	AT1G03910
ostta04g01460	AT1G63690
ostta04g01480	AT3G06580
ostta04g01490	AT1G32150
ostta04g01500	AT4G29840
ostta04g01510	AT4G13500
ostta04g01530	AT1G18070
ostta04g01540	AT5G08710
ostta04g01550	AT5G05970
ostta04g01570	AT1G62020
ostta04g01580	AT5G62850
ostta04g01590	AT4G21192
ostta04g01600	AT3G18030
ostta04g01610	AT1G11870
ostta04g01650	AT2G39260
ostta04g01660	AT1G09620
ostta04g01670	AT5G37370
ostta04g01680	AT1G73450
ostta04g01690	AT1G03150
ostta04g01700	AT4G38090
ostta04g01710	AT1G77320
ostta04g01720	AT3G11950
ostta04g01730	AT1G12910
ostta04g01745	AT4G28320
ostta04g01750	AT3G51850
ostta04g01760	AT4G10450
ostta04g01770	AT4G19610
ostta04g01780	AT1G18335
ostta04g01790	AT1G31330
ostta04g01810	AT1G52280
ostta04g01820	AT4G14690
ostta04g01830	AT3G01460
ostta04g01845	AT2G32340
ostta04g01860	AT2G18020
ostta04g01870	AT1G73875
ostta04g01900	AT5G47010
ostta04g01920	AT2G31650
ostta04g01930	AT2G22310
ostta04g01940	AT4G16070
ostta04g01960	AT3G57570
ostta04g01970	AT1G31600
ostta04g01980	AT3G46970
ostta04g01990	AT3G53760
ostta04g01995	AT5G56660
ostta04g02020	AT4G38890
ostta04g02030	AT1G10510
ostta04g02040	AT2G39190
ostta04g02050	AT4G25540
ostta04g02060	AT5G65860
ostta04g02080	AT4G34640
ostta04g02090	AT5G13630
ostta04g02100	AT5G63950
ostta04g02105	AT4G27490
ostta04g02130	AT4G02900
ostta04g02140	AT3G26560
ostta04g02150	AT2G37440
ostta04g02160	AT3G29100
ostta04g02170	AT5G59400
ostta04g02180	AT3G07590
ostta04g02210	AT1G70320
ostta04g02240	AT5G07920
ostta04g02250	AT2G21510
ostta04g02270	AT3G08720
ostta04g02280	AT2G19385
ostta04g02290	AT1G19360
ostta04g02300	AT3G43230
ostta04g02310	AT5G19840
ostta04g02320	AT5G44650
ostta04g02330	AT3G01720
ostta04g02360	AT4G36850
ostta04g02370	AT1G35340
ostta04g02380	AT1G66740
ostta04g02390	AT5G63840
ostta04g02400	AT1G75170
ostta04g02410	AT4G05440
ostta04g02480	AT5G54830
ostta04g02490	AT5G12860
ostta04g02500	AT3G63540
ostta04g02510	AT2G39730
ostta04g02520	AT5G04850
ostta04g02530	AT2G33540
ostta04g02540	AT2G21470
ostta04g02560	AT1G71340
ostta04g02570	AT3G05760
ostta04g02580	AT1G22840
ostta04g02590	AT1G18450
ostta04g02600	AT1G13330
ostta04g02610	AT4G31480
ostta04g02620	AT4G25130
ostta04g02630	AT3G47450
ostta04g02640	AT2G06025
ostta04g02650	AT3G55400
ostta04g02660	AT3G47930
ostta04g02670	AT1G08125
ostta04g02690	AT3G60370
ostta04g02710	AT3G06730
ostta04g02720	AT4G36530
ostta04g02740	AT1G32060
ostta04g02750	AT4G02620
ostta04g02760	AT1G04945
ostta04g02770	AT5G62190
ostta04g02780	AT2G18710
ostta04g02790	AT3G19190
ostta04g02800	AT3G56240
ostta04g02810	AT3G28460
ostta04g02820	AT1G73110
ostta04g02830	AT4G03560
ostta04g02840	AT5G54830
ostta04g02850	AT2G34140
ostta04g02860	AT4G38760
ostta04g02880	AT5G51880
ostta04g02900	AT4G24270
ostta04g02910	AT5G38710
ostta04g02950	AT3G16250
ostta04g02960	AT1G26180
ostta04g02970	AT2G27530
ostta04g02980	AT1G14270
ostta04g02990	AT3G44020
ostta04g03000	AT2G36360
ostta04g03010	AT1G15460
ostta04g03030	AT5G08415
ostta04g03050	AT2G20650
ostta04g03070	AT5G08720
ostta04g03080	AT2G47470
ostta04g03090	AT2G43640
ostta04g03100	AT1G79280
ostta04g03110	AT4G05190
ostta04g03150	AT3G01890
ostta04g03160	AT3G21060
ostta04g03170	AT2G34630
ostta04g03180	AT1G73090
ostta04g03190	AT4G01800
ostta04g03210	AT3G18790
ostta04g03230	AT3G63000
ostta04g03260	AT4G36800
ostta04g03270	AT5G62790
ostta04g03300	AT2G23940
ostta04g03310	AT4G15760
ostta04g03340	AT3G16170
ostta04g03360	AT2G03420
ostta04g03370	AT3G12170
ostta04g03380	AT5G16750
ostta04g03410	AT5G01350
ostta04g03430	AT4G37010
ostta04g03440	AT1G58230
ostta04g03455	AT1G17680
ostta04g03460	AT1G16710
ostta04g03470	AT2G45150
ostta04g03480	AT1G69520
ostta04g03490	AT5G16850
ostta04g03500	AT3G47120
ostta04g03510	AT2G43710
ostta04g03520	AT5G63400
ostta04g03530	AT5G06680
ostta04g03540	AT1G51500
ostta04g03550	AT1G79750
ostta04g03560	AT2G36990
ostta04g03610	AT2G33470
ostta04g03620	AT3G02380
ostta04g03630	AT1G12270
ostta04g03660	AT3G04710
ostta04g03670	AT5G55260
ostta04g03680	AT3G62000
ostta04g03700	AT1G63110
ostta04g03710	AT3G24190
ostta04g03720	AT4G05520
ostta04g03730	AT5G07110
ostta04g03740	AT1G02260
ostta04g03750	AT2G04845
ostta04g03760	AT4G08790
ostta04g03770	AT5G58740
ostta04g03790	AT1G04635
ostta04g03800	AT1G16780
ostta04g03810	AT5G62740
ostta04g03820	AT4G34090
ostta04g03840	AT2G36740
ostta04g03850	AT1G30240
ostta04g03860	AT2G30410
ostta04g03870	AT1G06470
ostta04g03880	AT5G56580
ostta04g03890	AT1G73970
ostta04g03900	AT5G08740
ostta04g03910	AT1G05860
ostta04g03930	AT2G40690
ostta04g03940	AT2G36390
ostta04g03950	AT5G20650
ostta04g03960	AT3G14390
ostta04g03970	AT3G07910
ostta04g03980	AT4G20960
ostta04g04000	AT5G26570
ostta04g04010	AT4G07410
ostta04g04020	AT3G27280
ostta04g04040	AT5G09590
ostta04g04050	AT5G64420
ostta04g04065	AT1G05385
ostta04g04080	AT5G64290
ostta04g04090	AT1G55620
ostta04g04110	AT1G60070
ostta04g04120	AT5G19485
ostta04g04140	AT5G04440
ostta04g04150	AT2G26500
ostta04g04160	AT5G53110
ostta04g04170	AT1G69620
ostta04g04180	AT2G37160
ostta04g04200	AT5G36290
ostta04g04220	AT1G47290
ostta04g04230	AT4G31460
ostta04g04260	AT1G01960
ostta04g04265	AT1G80500
ostta04g04270	AT3G01660
ostta04g04280	AT1G54115
ostta04g04290	AT1G70510
ostta04g04300	AT1G80980
ostta04g04310	AT1G02870
ostta04g04320	AT4G33925
ostta04g04330	AT3G20630
ostta04g04340	AT5G35100
ostta04g04360	AT2G34570
ostta04g04380	AT5G45680
ostta04g04390	AT2G20420
ostta04g04410	AT5G06620
ostta04g04420	AT3G52930
ostta04g04430	AT4G23430
ostta04g04440	AT5G59560
ostta04g04470	AT5G17660
ostta04g04480	AT3G49650
ostta04g04500	AT4G23040
ostta04g04520	AT3G13050
ostta04g04560	AT5G08450
ostta04g04570	AT5G08400
ostta04g04580	AT4G33270
ostta04g04640	AT3G25100
ostta04g04650	AT3G61710
ostta04g04680	AT4G21820
ostta04g04690	AT5G50375
ostta04g04730	AT5G59300
ostta04g04740	AT1G50200
ostta04g04750	AT3G49680
ostta04g04760	AT5G22330
ostta04g04770	AT1G01520
ostta04g04780	AT1G09330
ostta04g04790	AT4G17140
ostta04g04820	AT3G19720
ostta04g04830	AT3G16950
ostta04g04870	AT3G27830
ostta04g04900	AT2G40570
ostta04g04910	AT3G22320
ostta04g04920	AT3G48470
ostta04g04930	AT1G48920
ostta04g04940	AT2G44520
ostta04g04970	AT3G02820
ostta04g04980	AT1G07010
ostta04g05000	AT5G57370
ostta04g05010	AT4G11140
ostta04g05030	AT5G04800
ostta04g05040	AT1G18160
ostta04g05060	AT5G23550
ostta04g05070	AT5G23090
ostta04g05080	AT3G09100
ostta04g05090	AT3G08610
ostta04g05120	AT2G46890
ostta04g05140	AT4G10160
ostta04g05150	AT1G78290
ostta04g05190	AT5G46390
ostta04g05210	AT4G36050
ostta04g05220	AT4G14700
ostta04g05240	AT3G14010
ostta04g05250	AT5G53920
ostta04g05260	AT3G25230
ostta04g05280	AT2G42520
ostta04g05300	AT5G55120
ostta04g05320	AT1G08960
ostta04g05360	AT5G15330
ostta04g05370	AT1G22930
ostta04g05380	AT3G48990
ostta04g05390	AT1G64220
ostta04g05400	AT5G03900
ostta04g05410	AT5G10630
ostta04g05420	AT5G06420
ostta04g05430	AT3G01060
ostta04g05470	AT5G05130
ostta04g05490	AT5G20840
ostta04g05510	AT3G04710
ostta04g05530	AT5G06440
ostta04g05540	AT5G27400
ostta04g05550	AT3G60740
ostta04g05600	AT3G06010
ostta05g00010	AT4G26190
ostta05g00020	AT5G45920
ostta05g00040	AT4G28720
ostta05g00050	AT1G13040
ostta05g00060	AT5G65400
ostta05g00070	AT4G00060
ostta05g00075	AT3G19380
ostta05g00080	AT5G06140
ostta05g00090	AT3G07270
ostta05g00100	AT2G46210
ostta05g00110	AT4G15000
ostta05g00150	AT5G27740
ostta05g00170	AT3G29760
ostta05g00180	AT5G66130
ostta05g00190	AT5G01660
ostta05g00220	AT1G17650
ostta05g00240	AT3G07090
ostta05g00250	AT1G77590
ostta05g00270	AT3G15620
ostta05g00280	AT3G62600
ostta05g00300	AT3G03180
ostta05g00310	AT1G04020
ostta05g00330	AT4G32700
ostta05g00340	AT4G33670
ostta05g00350	AT4G12790
ostta05g00360	AT5G57280
ostta05g00370	AT5G46110
ostta05g00380	AT1G73720
ostta05g00390	AT1G19970
ostta05g00400	AT2G19570
ostta05g00410	AT3G01480
ostta05g00420	AT3G49410
ostta05g00430	AT1G07830
ostta05g00450	AT4G18905
ostta05g00460	AT1G09770
ostta05g00470	AT2G38290
ostta05g00490	AT3G55400
ostta05g00500	AT5G02820
ostta05g00510	AT1G78790
ostta05g00530	AT5G54190
ostta05g00550	AT5G63400
ostta05g00560	AT3G17040
ostta05g00570	AT1G24120
ostta05g00590	AT1G73885
ostta05g00600	AT3G05740
ostta05g00610	AT1G54115
ostta05g00630	AT2G24580
ostta05g00640	AT2G38770
ostta05g00660	AT1G30460
ostta05g00670	AT2G37550
ostta05g00680	AT2G16380
ostta05g00690	AT2G20490
ostta05g00700	AT3G17300
ostta05g00710	AT5G18760
ostta05g00720	AT5G02620
ostta05g00730	AT1G56000
ostta05g00750	AT2G39340
ostta05g00780	AT3G58800
ostta05g00800	AT1G55670
ostta05g00840	AT1G63940
ostta05g00850	AT2G38330
ostta05g00860	AT2G18390
ostta05g00870	AT5G48580
ostta05g00880	AT5G58730
ostta05g00890	AT2G17280
ostta05g00910	AT4G08320
ostta05g00920	AT4G15030
ostta05g00930	AT3G02580
ostta05g00940	AT3G15360
ostta05g00950	AT5G24840
ostta05g00960	AT4G22310
ostta05g00990	AT5G19855
ostta05g01010	AT2G31400
ostta05g01020	AT1G56500
ostta05g01030	AT5G13630
ostta05g01060	AT5G47510
ostta05g01070	AT2G40490
ostta05g01080	AT1G42440
ostta05g01090	AT1G75690
ostta05g01110	AT3G06520
ostta05g01130	AT1G26740
ostta05g01140	AT2G28800
ostta05g01160	AT1G50020
ostta05g01170	AT3G15090
ostta05g01180	AT2G27680
ostta05g01190	AT1G69880
ostta05g01210	AT4G31570
ostta05g01220	AT3G49660
ostta05g01230	AT5G08280
ostta05g01240	AT3G22845
ostta05g01260	AT1G13420
ostta05g01280	AT4G33450
ostta05g01290	AT2G16595
ostta05g01300	AT2G30970
ostta05g01310	AT1G67370
